ordno,custno,date,time,prodno,qty,linetotal,city,gender,dob,catcode,margin
1155,111,27/06/2017,20:11:25,17,3,30,Helmond,m,12/01/1986,bio,0.08
1155,111,27/06/2017,06:08:44,10,7,70,Helmond,m,12/01/1986,lux,0.08
1156,112,27/06/2017,20:36:54,14,8,72,Tilburg,m,11/01/1977,lux,0.12
1157,107,01/07/2017,07:39:34,14,5,45,Tilburg,f,23/06/1986,lux,0.12
1157,107,01/07/2017,15:27:42,18,10,80,Tilburg,f,23/06/1986,bio,0.19
1158,107,03/07/2017,12:09:31,10,4,40,Tilburg,f,23/06/1986,lux,0.08
1159,101,03/07/2017,20:17:53,14,5,45,Eindhoven,m,26/04/1985,lux,0.12
1159,101,03/07/2017,09:57:07,13,3,45,Eindhoven,m,26/04/1985,zuv,0.23
1159,101,03/07/2017,13:30:28,17,7,70,Eindhoven,m,26/04/1985,bio,0.08
1160,111,04/07/2017,12:18:36,17,6,60,Helmond,m,12/01/1986,bio,0.08
1161,118,05/07/2017,07:10:00,18,1,8,Eindhoven,f,25/11/1965,bio,0.19
1162,101,05/07/2017,10:37:01,19,8,32,Eindhoven,m,26/04/1985,lux,0.19
1163,102,06/07/2017,13:23:24,10,3,30,Venlo,m,03/10/1972,lux,0.08
1163,102,06/07/2017,16:51:47,15,7,98,Venlo,m,03/10/1972,zuv,0.08
1163,102,06/07/2017,14:14:18,11,6,42,Venlo,m,03/10/1972,zuv,0.23
1164,104,06/07/2017,19:38:24,17,7,70,Venlo,m,12/03/1974,bio,0.08
1164,104,06/07/2017,15:50:23,14,7,63,Venlo,m,12/03/1974,lux,0.12
1165,116,08/07/2017,18:36:20,18,3,24,Helmond,f,04/10/1981,bio,0.19
1165,116,08/07/2017,09:51:11,14,3,27,Helmond,f,04/10/1981,lux,0.12
1166,115,09/07/2017,18:11:13,10,6,60,Eindhoven,f,19/10/1975,lux,0.08
1166,115,09/07/2017,11:56:59,18,10,80,Eindhoven,f,19/10/1975,bio,0.19
1167,120,10/07/2017,19:08:04,12,4,36,Helmond,f,20/11/1972,zuv,0.12
1168,110,10/07/2017,14:56:57,11,4,28,Tilburg,f,08/07/1993,zuv,0.23
1168,110,10/07/2017,20:38:00,14,1,9,Tilburg,f,08/07/1993,lux,0.12
1169,102,11/07/2017,09:10:24,17,6,60,Venlo,m,03/10/1972,bio,0.08
1169,102,11/07/2017,07:40:12,11,6,42,Venlo,m,03/10/1972,zuv,0.23
1170,113,12/07/2017,18:33:20,18,8,64,Venlo,m,05/09/1966,bio,0.19
1170,113,12/07/2017,10:22:51,15,10,140,Venlo,m,05/09/1966,zuv,0.08
1171,116,12/07/2017,10:29:20,14,5,45,Helmond,f,04/10/1981,lux,0.12
1171,116,12/07/2017,15:27:47,15,1,14,Helmond,f,04/10/1981,zuv,0.08
1172,103,12/07/2017,08:46:56,17,3,30,Tilburg,m,26/01/1975,bio,0.08
1172,103,12/07/2017,19:06:09,11,9,63,Tilburg,m,26/01/1975,zuv,0.23
1173,108,13/07/2017,12:16:29,14,9,81,Helmond,f,30/06/1978,lux,0.12
1174,105,13/07/2017,08:44:31,12,10,90,Helmond,m,06/07/1986,zuv,0.12
1175,102,13/07/2017,15:18:01,14,7,63,Venlo,m,03/10/1972,lux,0.12
1176,108,13/07/2017,08:26:12,13,5,75,Helmond,f,30/06/1978,zuv,0.23
1176,108,13/07/2017,15:04:09,17,2,20,Helmond,f,30/06/1978,bio,0.08
1177,102,15/07/2017,19:18:52,12,8,72,Venlo,m,03/10/1972,zuv,0.12
1178,105,15/07/2017,11:59:20,17,5,50,Helmond,m,06/07/1986,bio,0.08
1179,102,15/07/2017,10:11:27,11,10,70,Venlo,m,03/10/1972,zuv,0.23
1180,114,17/07/2017,07:36:18,17,9,90,Tilburg,m,02/01/1980,bio,0.08
1180,114,17/07/2017,19:06:57,13,8,120,Tilburg,m,02/01/1980,zuv,0.23
1181,106,19/07/2017,18:48:39,14,2,18,Eindhoven,m,02/08/1983,lux,0.12
1182,103,19/07/2017,13:51:00,14,6,54,Tilburg,m,26/01/1975,lux,0.12
1182,103,19/07/2017,20:09:14,11,10,70,Tilburg,m,26/01/1975,zuv,0.23
1183,102,19/07/2017,08:34:54,15,7,98,Venlo,m,03/10/1972,zuv,0.08
1183,102,19/07/2017,13:47:50,17,3,30,Venlo,m,03/10/1972,bio,0.08
1184,118,25/07/2017,09:55:56,13,1,15,Eindhoven,f,25/11/1965,zuv,0.23
1184,118,25/07/2017,06:03:11,10,1,10,Eindhoven,f,25/11/1965,lux,0.08
1184,118,25/07/2017,11:27:39,15,9,126,Eindhoven,f,25/11/1965,zuv,0.08
1185,116,25/07/2017,15:30:41,14,4,36,Helmond,f,04/10/1981,lux,0.12
1186,117,26/07/2017,16:59:26,16,10,140,Eindhoven,m,14/01/1983,bio,0.23
1186,117,26/07/2017,19:24:11,17,6,60,Eindhoven,m,14/01/1983,bio,0.08
1187,120,27/07/2017,14:04:25,16,6,84,Helmond,f,20/11/1972,bio,0.23
1188,103,28/07/2017,16:49:00,14,10,90,Tilburg,m,26/01/1975,lux,0.12
1189,102,29/07/2017,20:21:04,19,2,8,Venlo,m,03/10/1972,lux,0.19
1190,116,30/07/2017,06:54:58,10,9,90,Helmond,f,04/10/1981,lux,0.08
1190,116,30/07/2017,19:59:48,15,4,56,Helmond,f,04/10/1981,zuv,0.08
1190,116,30/07/2017,08:15:21,14,6,54,Helmond,f,04/10/1981,lux,0.12
1191,116,01/08/2017,08:37:50,12,4,36,Helmond,f,04/10/1981,zuv,0.12
1191,116,01/08/2017,09:04:47,13,1,15,Helmond,f,04/10/1981,zuv,0.23
1192,101,02/08/2017,19:33:33,14,8,72,Eindhoven,m,26/04/1985,lux,0.12
1193,116,02/08/2017,07:06:46,17,2,20,Helmond,f,04/10/1981,bio,0.08
1194,115,02/08/2017,10:46:14,10,7,70,Eindhoven,f,19/10/1975,lux,0.08
1195,113,02/08/2017,08:24:09,12,5,45,Venlo,m,05/09/1966,zuv,0.12
1195,113,02/08/2017,15:53:34,15,2,28,Venlo,m,05/09/1966,zuv,0.08
1195,113,02/08/2017,06:41:07,14,10,90,Venlo,m,05/09/1966,lux,0.12
1196,110,03/08/2017,09:08:19,10,5,50,Tilburg,f,08/07/1993,lux,0.08
1197,104,03/08/2017,13:58:36,10,1,10,Venlo,m,12/03/1974,lux,0.08
1197,104,03/08/2017,06:12:37,15,10,140,Venlo,m,12/03/1974,zuv,0.08
1198,101,03/08/2017,18:52:11,14,7,63,Eindhoven,m,26/04/1985,lux,0.12
1198,101,03/08/2017,06:02:56,11,9,63,Eindhoven,m,26/04/1985,zuv,0.23
1199,110,05/08/2017,11:24:19,19,10,40,Tilburg,f,08/07/1993,lux,0.19
1200,110,05/08/2017,09:06:39,10,9,90,Tilburg,f,08/07/1993,lux,0.08
1200,110,05/08/2017,08:21:29,14,2,18,Tilburg,f,08/07/1993,lux,0.12
1201,108,06/08/2017,18:53:46,10,10,100,Helmond,f,30/06/1978,lux,0.08
1201,108,06/08/2017,09:54:11,18,6,48,Helmond,f,30/06/1978,bio,0.19
1201,108,06/08/2017,08:55:38,17,1,10,Helmond,f,30/06/1978,bio,0.08
1201,108,06/08/2017,07:24:47,16,2,28,Helmond,f,30/06/1978,bio,0.23
1202,110,06/08/2017,09:55:43,10,1,10,Tilburg,f,08/07/1993,lux,0.08
1203,115,07/08/2017,19:22:20,15,9,126,Eindhoven,f,19/10/1975,zuv,0.08
1203,115,07/08/2017,19:39:37,14,8,72,Eindhoven,f,19/10/1975,lux,0.12
1203,115,07/08/2017,18:14:14,11,4,28,Eindhoven,f,19/10/1975,zuv,0.23
1204,102,07/08/2017,16:21:42,16,10,140,Venlo,m,03/10/1972,bio,0.23
1205,108,08/08/2017,08:36:31,15,9,126,Helmond,f,30/06/1978,zuv,0.08
1206,117,08/08/2017,18:12:00,14,7,63,Eindhoven,m,14/01/1983,lux,0.12
1207,117,12/08/2017,15:39:02,14,10,90,Eindhoven,m,14/01/1983,lux,0.12
1207,117,12/08/2017,17:33:15,12,5,45,Eindhoven,m,14/01/1983,zuv,0.12
1208,105,13/08/2017,07:36:49,14,9,81,Helmond,m,06/07/1986,lux,0.12
1208,105,13/08/2017,07:13:10,10,5,50,Helmond,m,06/07/1986,lux,0.08
1209,108,13/08/2017,17:23:15,13,5,75,Helmond,f,30/06/1978,zuv,0.23
1209,108,13/08/2017,10:09:18,15,10,140,Helmond,f,30/06/1978,zuv,0.08
1209,108,13/08/2017,13:17:25,10,7,70,Helmond,f,30/06/1978,lux,0.08
1210,118,17/08/2017,16:41:12,18,1,8,Eindhoven,f,25/11/1965,bio,0.19
1211,118,17/08/2017,11:01:15,14,2,18,Eindhoven,f,25/11/1965,lux,0.12
1212,106,17/08/2017,12:30:09,14,5,45,Eindhoven,m,02/08/1983,lux,0.12
1212,106,17/08/2017,08:26:46,11,5,35,Eindhoven,m,02/08/1983,zuv,0.23
1213,103,18/08/2017,11:46:58,14,10,90,Tilburg,m,26/01/1975,lux,0.12
1214,115,18/08/2017,12:03:40,18,9,72,Eindhoven,f,19/10/1975,bio,0.19
1215,103,19/08/2017,15:16:50,19,4,16,Tilburg,m,26/01/1975,lux,0.19
1215,103,19/08/2017,16:32:45,14,8,72,Tilburg,m,26/01/1975,lux,0.12
1216,101,20/08/2017,17:43:52,13,10,150,Eindhoven,m,26/04/1985,zuv,0.23
1216,101,20/08/2017,20:39:00,14,7,63,Eindhoven,m,26/04/1985,lux,0.12
1217,120,24/08/2017,06:52:17,11,7,49,Helmond,f,20/11/1972,zuv,0.23
1217,120,24/08/2017,13:31:50,17,2,20,Helmond,f,20/11/1972,bio,0.08
1218,101,25/08/2017,14:39:25,15,7,98,Eindhoven,m,26/04/1985,zuv,0.08
1218,101,25/08/2017,10:43:37,12,3,27,Eindhoven,m,26/04/1985,zuv,0.12
1219,107,26/08/2017,17:26:26,15,5,70,Tilburg,f,23/06/1986,zuv,0.08
1219,107,26/08/2017,14:25:29,11,3,21,Tilburg,f,23/06/1986,zuv,0.23
1220,119,27/08/2017,12:09:53,18,3,24,Eindhoven,f,24/10/1992,bio,0.19
1221,113,29/08/2017,13:07:34,10,7,70,Venlo,m,05/09/1966,lux,0.08
1221,113,29/08/2017,09:56:07,17,5,50,Venlo,m,05/09/1966,bio,0.08
1222,106,30/08/2017,17:36:11,12,3,27,Eindhoven,m,02/08/1983,zuv,0.12
1223,115,30/08/2017,13:18:43,18,8,64,Eindhoven,f,19/10/1975,bio,0.19
1223,115,30/08/2017,10:00:25,11,7,49,Eindhoven,f,19/10/1975,zuv,0.23
1223,115,30/08/2017,11:19:54,15,2,28,Eindhoven,f,19/10/1975,zuv,0.08
1224,117,01/09/2017,19:50:19,10,1,10,Eindhoven,m,14/01/1983,lux,0.08
1224,117,01/09/2017,13:06:36,11,10,70,Eindhoven,m,14/01/1983,zuv,0.23
1225,107,03/09/2017,10:49:20,15,4,56,Tilburg,f,23/06/1986,zuv,0.08
1225,107,03/09/2017,08:45:29,10,7,70,Tilburg,f,23/06/1986,lux,0.08
1226,110,04/09/2017,18:46:14,15,9,126,Tilburg,f,08/07/1993,zuv,0.08
1227,114,05/09/2017,15:18:08,16,3,42,Tilburg,m,02/01/1980,bio,0.23
1227,114,05/09/2017,14:40:51,15,1,14,Tilburg,m,02/01/1980,zuv,0.08
1227,114,05/09/2017,12:25:00,10,6,60,Tilburg,m,02/01/1980,lux,0.08
1228,113,05/09/2017,11:21:05,16,9,126,Venlo,m,05/09/1966,bio,0.23
1228,113,05/09/2017,11:24:07,17,4,40,Venlo,m,05/09/1966,bio,0.08
1229,113,08/09/2017,16:47:07,10,4,40,Venlo,m,05/09/1966,lux,0.08
1229,113,08/09/2017,18:50:49,11,7,49,Venlo,m,05/09/1966,zuv,0.23
1230,120,08/09/2017,18:20:35,16,6,84,Helmond,f,20/11/1972,bio,0.23
1231,109,09/09/2017,15:52:08,15,6,84,Tilburg,f,08/05/1986,zuv,0.08
1232,103,09/09/2017,07:12:01,14,2,18,Tilburg,m,26/01/1975,lux,0.12
1232,103,09/09/2017,20:02:26,17,9,90,Tilburg,m,26/01/1975,bio,0.08
1233,111,10/09/2017,16:13:35,15,3,42,Helmond,m,12/01/1986,zuv,0.08
1233,111,10/09/2017,19:24:00,16,7,98,Helmond,m,12/01/1986,bio,0.23
1234,105,10/09/2017,18:56:00,11,7,49,Helmond,m,06/07/1986,zuv,0.23
1235,110,12/09/2017,07:49:13,15,1,14,Tilburg,f,08/07/1993,zuv,0.08
1236,108,14/09/2017,15:58:34,14,10,90,Helmond,f,30/06/1978,lux,0.12
1237,120,15/09/2017,07:36:33,14,6,54,Helmond,f,20/11/1972,lux,0.12
1238,108,16/09/2017,08:59:27,18,9,72,Helmond,f,30/06/1978,bio,0.19
1238,108,16/09/2017,06:49:15,14,6,54,Helmond,f,30/06/1978,lux,0.12
1239,105,16/09/2017,20:26:24,10,3,30,Helmond,m,06/07/1986,lux,0.08
1239,105,16/09/2017,12:25:48,17,6,60,Helmond,m,06/07/1986,bio,0.08
1240,113,18/09/2017,15:40:27,16,8,112,Venlo,m,05/09/1966,bio,0.23
1240,113,18/09/2017,10:26:56,10,7,70,Venlo,m,05/09/1966,lux,0.08
1241,103,19/09/2017,18:20:24,11,5,35,Tilburg,m,26/01/1975,zuv,0.23
1241,103,19/09/2017,10:11:42,14,5,45,Tilburg,m,26/01/1975,lux,0.12
1242,120,24/09/2017,19:15:11,11,7,49,Helmond,f,20/11/1972,zuv,0.23
1242,120,24/09/2017,11:06:07,10,5,50,Helmond,f,20/11/1972,lux,0.08
1243,111,25/09/2017,15:53:15,15,7,98,Helmond,m,12/01/1986,zuv,0.08
1243,111,25/09/2017,08:12:37,14,1,9,Helmond,m,12/01/1986,lux,0.12
1243,111,25/09/2017,15:16:46,16,10,140,Helmond,m,12/01/1986,bio,0.23
1244,104,26/09/2017,08:52:36,10,5,50,Venlo,m,12/03/1974,lux,0.08
1244,104,26/09/2017,12:08:01,19,2,8,Venlo,m,12/03/1974,lux,0.19
1244,104,26/09/2017,13:02:15,17,9,90,Venlo,m,12/03/1974,bio,0.08
1244,104,26/09/2017,20:29:25,13,6,90,Venlo,m,12/03/1974,zuv,0.23
1245,113,28/09/2017,17:35:27,17,9,90,Venlo,m,05/09/1966,bio,0.08
1246,120,30/09/2017,20:06:18,17,1,10,Helmond,f,20/11/1972,bio,0.08
1247,114,30/09/2017,17:19:09,14,8,72,Tilburg,m,02/01/1980,lux,0.12
1247,114,30/09/2017,15:54:45,18,8,64,Tilburg,m,02/01/1980,bio,0.19
1248,109,02/10/2017,19:53:50,15,9,126,Tilburg,f,08/05/1986,zuv,0.08
1249,107,03/10/2017,14:47:48,10,6,60,Tilburg,f,23/06/1986,lux,0.08
1250,117,05/10/2017,14:22:08,15,10,140,Eindhoven,m,14/01/1983,zuv,0.08
1251,103,05/10/2017,16:15:25,18,3,24,Tilburg,m,26/01/1975,bio,0.19
1252,104,06/10/2017,18:51:27,17,1,10,Venlo,m,12/03/1974,bio,0.08
1253,118,09/10/2017,17:25:30,14,4,36,Eindhoven,f,25/11/1965,lux,0.12
1254,107,11/10/2017,13:59:32,11,7,49,Tilburg,f,23/06/1986,zuv,0.23
1255,108,13/10/2017,09:42:38,11,4,28,Helmond,f,30/06/1978,zuv,0.23
1255,108,13/10/2017,15:38:24,16,10,140,Helmond,f,30/06/1978,bio,0.23
1256,116,15/10/2017,16:30:33,15,8,112,Helmond,f,04/10/1981,zuv,0.08
1256,116,15/10/2017,09:06:07,10,4,40,Helmond,f,04/10/1981,lux,0.08
1257,104,19/10/2017,08:45:11,17,5,50,Venlo,m,12/03/1974,bio,0.08
1258,101,20/10/2017,15:21:36,17,5,50,Eindhoven,m,26/04/1985,bio,0.08
1259,109,20/10/2017,17:28:01,10,8,80,Tilburg,f,08/05/1986,lux,0.08
1259,109,20/10/2017,18:55:29,18,5,40,Tilburg,f,08/05/1986,bio,0.19
1260,110,20/10/2017,07:38:58,13,1,15,Tilburg,f,08/07/1993,zuv,0.23
1261,109,22/10/2017,13:18:01,10,7,70,Tilburg,f,08/05/1986,lux,0.08
1262,107,22/10/2017,13:24:22,18,3,24,Tilburg,f,23/06/1986,bio,0.19
1262,107,22/10/2017,08:55:56,15,8,112,Tilburg,f,23/06/1986,zuv,0.08
1263,118,23/10/2017,12:19:52,15,3,42,Eindhoven,f,25/11/1965,zuv,0.08
1263,118,23/10/2017,17:12:40,14,10,90,Eindhoven,f,25/11/1965,lux,0.12
1264,110,24/10/2017,07:28:37,14,9,81,Tilburg,f,08/07/1993,lux,0.12
1265,111,24/10/2017,10:30:42,14,5,45,Helmond,m,12/01/1986,lux,0.12
1266,120,24/10/2017,20:39:53,14,1,9,Helmond,f,20/11/1972,lux,0.12
1267,116,25/10/2017,11:59:32,17,6,60,Helmond,f,04/10/1981,bio,0.08
1267,116,25/10/2017,13:32:28,14,10,90,Helmond,f,04/10/1981,lux,0.12
1267,116,25/10/2017,08:10:13,16,4,56,Helmond,f,04/10/1981,bio,0.23
1268,105,25/10/2017,20:13:01,10,7,70,Helmond,m,06/07/1986,lux,0.08
1268,105,25/10/2017,07:11:46,17,10,100,Helmond,m,06/07/1986,bio,0.08
1269,107,26/10/2017,10:08:20,18,6,48,Tilburg,f,23/06/1986,bio,0.19
1270,120,28/10/2017,10:36:31,14,7,63,Helmond,f,20/11/1972,lux,0.12
1270,120,28/10/2017,18:38:50,16,1,14,Helmond,f,20/11/1972,bio,0.23
1271,112,28/10/2017,11:59:18,17,9,90,Tilburg,m,11/01/1977,bio,0.08
1272,116,30/10/2017,14:49:56,10,6,60,Helmond,f,04/10/1981,lux,0.08
1273,108,31/10/2017,19:25:20,14,5,45,Helmond,f,30/06/1978,lux,0.12
1274,116,31/10/2017,09:32:27,15,9,126,Helmond,f,04/10/1981,zuv,0.08
1275,111,31/10/2017,19:49:30,14,5,45,Helmond,m,12/01/1986,lux,0.12
1275,111,31/10/2017,18:29:09,10,3,30,Helmond,m,12/01/1986,lux,0.08
1276,119,01/11/2017,13:38:28,14,9,81,Eindhoven,f,24/10/1992,lux,0.12
1277,104,05/11/2017,17:32:25,17,3,30,Venlo,m,12/03/1974,bio,0.08
1277,104,05/11/2017,13:24:50,18,4,32,Venlo,m,12/03/1974,bio,0.19
1278,106,05/11/2017,19:38:46,18,3,24,Eindhoven,m,02/08/1983,bio,0.19
1278,106,05/11/2017,18:29:47,16,10,140,Eindhoven,m,02/08/1983,bio,0.23
1278,106,05/11/2017,19:56:51,17,5,50,Eindhoven,m,02/08/1983,bio,0.08
1279,102,05/11/2017,20:14:21,13,2,30,Venlo,m,03/10/1972,zuv,0.23
1280,105,07/11/2017,12:55:47,14,10,90,Helmond,m,06/07/1986,lux,0.12
1281,120,08/11/2017,12:43:58,18,4,32,Helmond,f,20/11/1972,bio,0.19
1281,120,08/11/2017,17:57:35,17,9,90,Helmond,f,20/11/1972,bio,0.08
1282,106,11/11/2017,06:04:17,17,2,20,Eindhoven,m,02/08/1983,bio,0.08
1283,115,13/11/2017,07:26:44,12,4,36,Eindhoven,f,19/10/1975,zuv,0.12
1283,115,13/11/2017,07:00:34,14,3,27,Eindhoven,f,19/10/1975,lux,0.12
1284,116,17/11/2017,17:54:37,12,1,9,Helmond,f,04/10/1981,zuv,0.12
1285,103,18/11/2017,15:37:43,14,8,72,Tilburg,m,26/01/1975,lux,0.12
1285,103,18/11/2017,14:15:44,10,2,20,Tilburg,m,26/01/1975,lux,0.08
1285,103,18/11/2017,15:08:09,12,4,36,Tilburg,m,26/01/1975,zuv,0.12
1286,105,20/11/2017,12:31:49,14,4,36,Helmond,m,06/07/1986,lux,0.12
1287,106,20/11/2017,06:16:07,10,7,70,Eindhoven,m,02/08/1983,lux,0.08
1288,103,21/11/2017,08:12:08,13,6,90,Tilburg,m,26/01/1975,zuv,0.23
1289,103,21/11/2017,07:56:16,18,10,80,Tilburg,m,26/01/1975,bio,0.19
1289,103,21/11/2017,19:51:52,17,3,30,Tilburg,m,26/01/1975,bio,0.08
1290,120,22/11/2017,06:01:02,17,8,80,Helmond,f,20/11/1972,bio,0.08
1291,120,22/11/2017,12:37:03,17,10,100,Helmond,f,20/11/1972,bio,0.08
1291,120,22/11/2017,06:11:51,16,6,84,Helmond,f,20/11/1972,bio,0.23
1292,103,23/11/2017,19:10:07,18,4,32,Tilburg,m,26/01/1975,bio,0.19
1293,119,26/11/2017,07:27:58,17,9,90,Eindhoven,f,24/10/1992,bio,0.08
1294,112,06/12/2017,06:30:26,14,2,18,Tilburg,m,11/01/1977,lux,0.12
1295,108,07/12/2017,09:15:02,10,6,60,Helmond,f,30/06/1978,lux,0.08
1296,109,08/12/2017,15:33:16,10,5,50,Tilburg,f,08/05/1986,lux,0.08
1297,115,15/12/2017,06:46:04,10,3,30,Eindhoven,f,19/10/1975,lux,0.08
1297,115,15/12/2017,11:23:26,14,2,18,Eindhoven,f,19/10/1975,lux,0.12
1298,102,24/12/2017,07:30:12,17,9,90,Venlo,m,03/10/1972,bio,0.08
1298,102,24/12/2017,10:48:50,10,6,60,Venlo,m,03/10/1972,lux,0.08
1298,102,24/12/2017,10:33:51,11,6,42,Venlo,m,03/10/1972,zuv,0.23
1298,102,24/12/2017,08:53:34,15,6,84,Venlo,m,03/10/1972,zuv,0.08
1299,107,28/12/2017,11:53:44,19,8,32,Tilburg,f,23/06/1986,lux,0.19
1299,107,28/12/2017,12:49:45,14,7,63,Tilburg,f,23/06/1986,lux,0.12
1300,114,29/12/2017,15:39:05,19,7,28,Tilburg,m,02/01/1980,lux,0.19
